time;codigoSerial;pm25;calidad_pm25;pm10;calidad_pm10;pm1;calidad_pm1;no;calidad_no;no2;calidad_no2;nox;calidad_nox;ozono;calidad_ozono;co;calidad_co;so2;calidad_so2;pst;calidad_pst;dviento_ssr;calidad_dviento_ssr;haire10_ssr;calidad_haire10_ssr;p_ssr;calidad_p_ssr;pliquida_ssr;calidad_pliquida_ssr;rglobal_ssr;calidad_rglobal_ssr;taire10_ssr;calidad_taire10_ssr;vviento_ssr;calidad_vviento_ssr
1/06/2021 3:00;38;4;1;11;1;-9999;1;-9999;1;-9999;1;-9999;1;8.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 4:00;38;7;1;17;1;-9999;1;-9999;1;-9999;1;-9999;1;7.4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 5:00;38;13;1;23;1;-9999;1;-9999;1;-9999;1;-9999;1;4.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 6:00;38;9;1;10;1;-9999;1;-9999;1;-9999;1;-9999;1;4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 7:00;38;11;1;21;1;-9999;1;-9999;1;-9999;1;-9999;1;2.7;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 8:00;38;14;1;28;1;-9999;1;-9999;1;-9999;1;-9999;1;3.1;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 9:00;38;19;1;28;1;-9999;1;-9999;1;-9999;1;-9999;1;6.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 10:00;38;18;1;28;1;-9999;1;-9999;1;-9999;1;-9999;1;20.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 11:00;38;17;1;30;1;-9999;1;-9999;1;-9999;1;-9999;1;34.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 12:00;38;27;1;41;1;-9999;1;-9999;1;-9999;1;-9999;1;55.2;2.2;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 13:00;38;25;1;33;1;-9999;1;-9999;1;-9999;1;-9999;1;69.6;2.2;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 14:00;38;21;1;41;1;-9999;1;-9999;1;-9999;1;-9999;1;31.3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 15:00;38;11;1;14;1;-9999;1;-9999;1;-9999;1;-9999;1;14.3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 16:00;38;21;1;39;1;-9999;1;-9999;1;-9999;1;-9999;1;16;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 17:00;38;21;1;41;1;-9999;1;-9999;1;-9999;1;-9999;1;19.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 18:00;38;15;1;28;1;-9999;1;-9999;1;-9999;1;-9999;1;10.1;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 19:00;38;16;1;23;1;-9999;1;-9999;1;-9999;1;-9999;1;3.7;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 20:00;38;10;1;22;1;-9999;1;-9999;1;-9999;1;-9999;1;3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 21:00;38;11;1;10;2.6;-9999;1;-9999;1;-9999;1;-9999;1;3.3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 22:00;38;18;1;36;1;-9999;1;-9999;1;-9999;1;-9999;1;2.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
1/06/2021 23:00;38;13;1;29;1;-9999;1;-9999;1;-9999;1;-9999;1;3.3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 0:00;38;15;1;19;1;-9999;1;-9999;1;-9999;1;-9999;1;2.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 1:00;38;11;1;17;1;-9999;1;-9999;1;-9999;1;-9999;1;2.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 2:00;38;18;1;22;1;-9999;1;-9999;1;-9999;1;-9999;1;3.3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 3:00;38;14;1;21;1;-9999;1;-9999;1;-9999;1;-9999;1;2.8;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 4:00;38;13;1;23;1;-9999;1;-9999;1;-9999;1;-9999;1;2.9;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 5:00;38;7;1;17;1;-9999;1;-9999;1;-9999;1;-9999;1;3.3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 6:00;38;17;1;22;1;-9999;1;-9999;1;-9999;1;-9999;1;2.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 7:00;38;16;1;16;1;-9999;1;-9999;1;-9999;1;-9999;1;2.8;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 8:00;38;10;1;34;1;-9999;1;-9999;1;-9999;1;-9999;1;5.9;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 9:00;38;12;1;44;1;-9999;1;-9999;1;-9999;1;-9999;1;8.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 10:00;38;37;2.2;77;1;-9999;1;-9999;1;-9999;1;-9999;1;18;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 11:00;38;34;1;76;1;-9999;1;-9999;1;-9999;1;-9999;1;36;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 12:00;38;30;1;64;1;-9999;1;-9999;1;-9999;1;-9999;1;51.4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 13:00;38;22;1;33;1;-9999;1;-9999;1;-9999;1;-9999;1;50.9;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 14:00;38;14;1;38;1;-9999;1;-9999;1;-9999;1;-9999;1;39.7;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 15:00;38;14;1;28;1;-9999;1;-9999;1;-9999;1;-9999;1;22.8;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 16:00;38;21;1;39;1;-9999;1;-9999;1;-9999;1;-9999;1;23.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 17:00;38;17;1;35;1;-9999;1;-9999;1;-9999;1;-9999;1;24.3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 18:00;38;13;1;24;1;-9999;1;-9999;1;-9999;1;-9999;1;16.4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 19:00;38;10;1;10;1;-9999;1;-9999;1;-9999;1;-9999;1;9.5;2.3;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 20:00;38;10;1;29;1;-9999;1;-9999;1;-9999;1;-9999;1;2.9;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 21:00;38;9;1;23;1;-9999;1;-9999;1;-9999;1;-9999;1;4.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 22:00;38;19;1;42;1;-9999;1;-9999;1;-9999;1;-9999;1;4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
2/06/2021 23:00;38;19;1;35;1;-9999;1;-9999;1;-9999;1;-9999;1;2.7;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 0:00;38;13;1;28;1;-9999;1;-9999;1;-9999;1;-9999;1;2.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 1:00;38;14;1;24;1;-9999;1;-9999;1;-9999;1;-9999;1;2.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 2:00;38;11;1;22;1;-9999;1;-9999;1;-9999;1;-9999;1;5.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 3:00;38;16;1;16;1;-9999;1;-9999;1;-9999;1;-9999;1;6.9;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 4:00;38;16;1;24;1;-9999;1;-9999;1;-9999;1;-9999;1;3.9;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 5:00;38;10;1;31;1;-9999;1;-9999;1;-9999;1;-9999;1;3.4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 6:00;38;27;1;46;1;-9999;1;-9999;1;-9999;1;-9999;1;2.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 7:00;38;15;1;33;1;-9999;1;-9999;1;-9999;1;-9999;1;3.7;2.3;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 8:00;38;21;1;48;1;-9999;1;-9999;1;-9999;1;-9999;1;7.9;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 9:00;38;24;1;41;1;-9999;1;-9999;1;-9999;1;-9999;1;18.3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 10:00;38;22;1;36;1;-9999;1;-9999;1;-9999;1;-9999;1;33.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 11:00;38;16;1;33;1;-9999;1;-9999;1;-9999;1;-9999;1;44;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 12:00;38;16;1;20;1;-9999;1;-9999;1;-9999;1;-9999;1;53.1;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 13:00;38;15;1;26;1;-9999;1;-9999;1;-9999;1;-9999;1;45.2;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 14:00;38;20;1;62;1;-9999;1;-9999;1;-9999;1;-9999;1;34.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 15:00;38;19;1;57;1;-9999;1;-9999;1;-9999;1;-9999;1;48.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 16:00;38;16;1;40;1;-9999;1;-9999;1;-9999;1;-9999;1;36.1;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 17:00;38;17;1;31;1;-9999;1;-9999;1;-9999;1;-9999;1;25.3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 18:00;38;24;1;37;1;-9999;1;-9999;1;-9999;1;-9999;1;18.2;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 19:00;38;15;1;27;1;-9999;1;-9999;1;-9999;1;-9999;1;12.5;2.3;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 20:00;38;22;1;37;1;-9999;1;-9999;1;-9999;1;-9999;1;3.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 21:00;38;15;1;29;1;-9999;1;-9999;1;-9999;1;-9999;1;6.2;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 22:00;38;8;1;12;1;-9999;1;-9999;1;-9999;1;-9999;1;13.7;2.3;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
3/06/2021 23:00;38;9;1;18;1;-9999;1;-9999;1;-9999;1;-9999;1;5.1;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 0:00;38;6;1;13;1;-9999;1;-9999;1;-9999;1;-9999;1;6.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 1:00;38;4;1;18;1;-9999;1;-9999;1;-9999;1;-9999;1;6.7;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 2:00;38;3;1;16;1;-9999;1;-9999;1;-9999;1;-9999;1;5.9;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 3:00;38;6;1;18;1;-9999;1;-9999;1;-9999;1;-9999;1;5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 4:00;38;7;1;21;1;-9999;1;-9999;1;-9999;1;-9999;1;5.9;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 5:00;38;10;1;23;1;-9999;1;-9999;1;-9999;1;-9999;1;2.9;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 6:00;38;13;1;31;1;-9999;1;-9999;1;-9999;1;-9999;1;2.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 7:00;38;20;1;39;1;-9999;1;-9999;1;-9999;1;-9999;1;2.8;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 8:00;38;15;1;49;1;-9999;1;-9999;1;-9999;1;-9999;1;3.8;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 9:00;38;17;1;47;1;-9999;1;-9999;1;-9999;1;-9999;1;10.7;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 10:00;38;17;1;31;1;-9999;1;-9999;1;-9999;1;-9999;1;19.1;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 11:00;38;11;1;31;1;-9999;1;-9999;1;-9999;1;-9999;1;27.8;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 12:00;38;10;1;21;1;-9999;1;-9999;1;-9999;1;-9999;1;40.3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 13:00;38;8;1;23;1;-9999;1;-9999;1;-9999;1;-9999;1;59.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 14:00;38;15;1;32;1;-9999;1;-9999;1;-9999;1;-9999;1;80;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 15:00;38;25;1;31;1;-9999;1;-9999;1;-9999;1;-9999;1;93.2;2.1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 16:00;38;38;2.2;52;1;-9999;1;-9999;1;-9999;1;-9999;1;58.4;2.3;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 17:00;38;13;1;24;1;-9999;1;-9999;1;-9999;1;-9999;1;32.4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 18:00;38;10;1;16;1;-9999;1;-9999;1;-9999;1;-9999;1;23.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 19:00;38;9;1;14;1;-9999;1;-9999;1;-9999;1;-9999;1;12.3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 20:00;38;10;1;16;1;-9999;1;-9999;1;-9999;1;-9999;1;14.4;2.3;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 21:00;38;9;1;17;1;-9999;1;-9999;1;-9999;1;-9999;1;12.4;2.3;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 22:00;38;6;1;21;1;-9999;1;-9999;1;-9999;1;-9999;1;11.4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
4/06/2021 23:00;38;7;1;19;1;-9999;1;-9999;1;-9999;1;-9999;1;8.7;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 0:00;38;15;1;50;1;-9999;1;-9999;1;-9999;1;-9999;1;2.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 1:00;38;10;1;29;1;-9999;1;-9999;1;-9999;1;-9999;1;3.2;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 2:00;38;14;1;25;1;-9999;1;-9999;1;-9999;1;-9999;1;2.7;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 3:00;38;14;1;24;1;-9999;1;-9999;1;-9999;1;-9999;1;4.1;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 4:00;38;12;1;22;1;-9999;1;-9999;1;-9999;1;-9999;1;3.1;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 5:00;38;11;1;19;1;-9999;1;-9999;1;-9999;1;-9999;1;3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 6:00;38;10;1;21;1;-9999;1;-9999;1;-9999;1;-9999;1;2.7;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 7:00;38;18;1;45;1;-9999;1;-9999;1;-9999;1;-9999;1;2.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 8:00;38;14;1;40;1;-9999;1;-9999;1;-9999;1;-9999;1;3.1;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 9:00;38;24;1;54;1;-9999;1;-9999;1;-9999;1;-9999;1;5.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 10:00;38;26;1;67;1;-9999;1;-9999;1;-9999;1;-9999;1;10.9;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 11:00;38;26;1;53;1;-9999;1;-9999;1;-9999;1;-9999;1;25.4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 12:00;38;22;1;34;1;-9999;1;-9999;1;-9999;1;-9999;1;29.1;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 13:00;38;10;1;29;1;-9999;1;-9999;1;-9999;1;-9999;1;26.4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 14:00;38;10;1;24;1;-9999;1;-9999;1;-9999;1;-9999;1;30.3;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 15:00;38;8;1;19;1;-9999;1;-9999;1;-9999;1;-9999;1;22.4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 16:00;38;11;1;22;1;-9999;1;-9999;1;-9999;1;-9999;1;24.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 17:00;38;13;1;27;1;-9999;1;-9999;1;-9999;1;-9999;1;20.4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 18:00;38;18;1;23;1;-9999;1;-9999;1;-9999;1;-9999;1;21.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 19:00;38;9;1;15;1;-9999;1;-9999;1;-9999;1;-9999;1;13.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 20:00;38;14;1;38;1;-9999;1;-9999;1;-9999;1;-9999;1;4;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 21:00;38;23;1;26;1;-9999;1;-9999;1;-9999;1;-9999;1;2.7;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 22:00;38;25;1;47;1;-9999;1;-9999;1;-9999;1;-9999;1;2.8;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
5/06/2021 23:00;38;18;1;35;1;-9999;1;-9999;1;-9999;1;-9999;1;2.5;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
6/06/2021 0:00;38;14;1;28;1;-9999;1;-9999;1;-9999;1;-9999;1;3.2;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
6/06/2021 1:00;38;17;1;30;1;-9999;1;-9999;1;-9999;1;-9999;1;5.8;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
6/06/2021 2:00;38;13;1;24;1;-9999;1;-9999;1;-9999;1;-9999;1;4.8;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
6/06/2021 3:00;38;13;1;22;1;-9999;1;-9999;1;-9999;1;-9999;1;4.9;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
6/06/2021 4:00;38;14;1;21;1;-9999;1;-9999;1;-9999;1;-9999;1;5.6;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
6/06/2021 5:00;38;7;1;23;1;-9999;1;-9999;1;-9999;1;-9999;1;11.5;2.3;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1;-9999;1
